"sp_1	",sp_2,sp_3,sp_4,sp_5,sp_6,sp_7
-30.44734,-30.62782,-30.17761,-29.53695,-34.16643,-32.07328,-32.79064
-30.47881,-30.78086,-30.12901,-29.41493,-32.9614,-31.8939,-32.73905
-30.52415,-30.9436,-30.1105,-29.48757,-31.81149,-31.73026,-32.68895
-30.58254,-31.11155,-30.12227,-29.75304,-30.83734,-31.58333,-32.64039
-30.6529,-31.27949,-30.16388,-30.20432,-30.07694,-31.45387,-32.59342
-30.7339,-31.44157,-30.23429,-30.82237,-29.53623,-31.3424,-32.5481
-30.82392,-31.59151,-30.33175,-31.56188,-29.21174,-31.24929,-32.50446
-30.92105,-31.72286,-30.45378,-32.32794,-29.09941,-31.17479,-32.46254
-31.02314,-31.82948,-30.59706,-32.95576,-29.19763,-31.11899,-32.42236
-31.12774,-31.90602,-30.75731,-33.2404,-29.50774,-31.08189,-32.38394
-31.23222,-31.94849,-30.92925,-33.05918,-30.03266,-31.06336,-32.3473
-31.33374,-31.95465,-31.10657,-32.4804,-30.77233,-31.06319,-32.31245
-31.42943,-31.92434,-31.28199,-31.70019,-31.71168,-31.08104,-32.27939
-31.51641,-31.85949,-31.44754,-30.90378,-32.79169,-31.11645,-32.24813
-31.59198,-31.76389,-31.59494,-30.20741,-33.85265,-31.16884,-32.21864
-31.65373,-31.64281,-31.71625,-29.66982,-34.58125,-31.23744,-32.19092
-31.69969,-31.50244,-31.80463,-29.31729,-34.62857,-31.32133,-32.16496
-31.7285,-31.34938,-31.85516,-29.161,-33.9547,-31.41937,-32.14072
-31.73947,-31.19019,-31.86549,-29.20606,-32.87862,-31.53016,-32.11818
-31.73265,-31.03107,-31.83617,-29.45517,-31.7383,-31.65205,-32.0973
-31.7088,-30.87762,-31.77063,-29.90852,-30.71998,-31.78306,-32.07805
-31.66942,-30.73476,-31.67466,-30.55944,-29.89653,-31.92086,-32.06038
-31.61655,-30.60671,-31.55573,-31.38276,-29.28886,-32.06276,-32.04423
-31.55273,-30.49699,-31.42218,-32.31036,-28.89939,-32.20571,-32.02956
-31.48078,-30.40852,-31.28244,-33.19281,-28.7265,-32.3463,-32.01629
-31.40372,-30.34366,-31.14454,-33.7829,-28.77024,-32.4808,-32.00437
-31.32457,-30.30431,-31.01565,-33.84047,-29.03457,-32.60529,-31.99372
-31.24631,-30.29196,-30.902,-33.34477,-29.52788,-32.71578,-31.98426
-31.17176,-30.30769,-30.80876,-32.51753,-30.26183,-32.80839,-31.97591
-31.1035,-30.35231,-30.74008,-31.61743,-31.24592,-32.87958,-31.96858
-31.04388,-30.42624,-30.69923,-30.81089,-32.46977,-32.92639,-31.96217
-30.99496,-30.52958,-30.68859,-30.17781,-33.85194,-32.94668,-31.95658
-30.95854,-30.66205,-30.7098,-29.75075,-35.12631,-32.93926,-31.9517
-30.93613,-30.82291,-30.76375,-29.54202,-35.76308,-32.90407,-31.94742
-30.92896,-31.01085,-30.85061,-29.55731,-35.35632,-32.8421,-31.94363
-30.93801,-31.22387,-30.96977,-29.8014,-34.18538,-32.75539,-31.94019
-30.96398,-31.45908,-31.11976,-30.27946,-32.81149,-32.6468,-31.93698
-31.00731,-31.7125,-31.29812,-30.99392,-31.56181,-32.51982,-31.93387
-31.06818,-31.97881,-31.5012,-31.93333,-30.5484,-32.3783,-31.93071
-31.14647,-32.25116,-31.72392,-33.04315,-29.79335,-32.22628,-31.92735
-31.24178,-32.521,-31.95964,-34.16381,-29.29215,-32.06773,-31.92365
-31.35333,-32.77814,-32.19993,-34.96321,-29.03676,-31.90644,-31.91945
-31.48,-33.01106,-32.4346,-35.05189,-29.02326,-31.74592,-31.91459
-31.62023,-33.20763,-32.65203,-34.3781,-29.25452,-31.58931,-31.90892
-31.77198,-33.35626,-32.83983,-33.29578,-29.74129,-31.43938,-31.90227
-31.9327,-33.4474,-32.98599,-32.17201,-30.50247,-31.29854,-31.89446
-32.09927,-33.47499,-33.08038,-31.20095,-31.5625,-31.16883,-31.88534
-32.26799,-33.43759,-33.11634,-30.45514,-32.93765,-31.05196,-31.87473
-32.4346,-33.33862,-33.09184,-29.9546,-34.58104,-30.94936,-31.86247
-32.59433,-33.18579,-33.00987,-29.70231,-36.20817,-30.86217,-31.84838
-32.74208,-32.98984,-32.87793,-29.69872,-37.0438,-30.79131,-31.83231
-32.87262,-32.76298,-32.70672,-29.94691,-36.39586,-30.7375,-31.81408
-32.98089,-32.51753,-32.50859,-30.45351,-34.79213,-30.70124,-31.79355
-33.06242,-32.26492,-32.29608,-31.22536,-33.07861,-30.68287,-31.77055
-33.11362,-32.01509,-32.08081,-32.25708,-31.61096,-30.68256,-31.74495
-33.13224,-31.77633,-31.87289,-33.49458,-30.46026,-30.70031,-31.7166
-33.11753,-31.55529,-31.68067,-34.74697,-29.61628,-30.73592,-31.68537
-33.07038,-31.35717,-31.51075,-35.57664,-29.05593,-30.78901,-31.65113
-32.99318,-31.18594,-31.36816,-35.48596,-28.76123,-30.85898,-31.61379
-32.88964,-31.04461,-31.25655,-34.5172,-28.72325,-30.94497,-31.57325
-32.76438,-30.93535,-31.17839,-33.19123,-28.9429,-31.04581,-31.52941
-32.62259,-30.85974,-31.13516,-31.91584,-29.4313,-31.15999,-31.4822
-32.46963,-30.81882,-31.12742,-30.85962,-30.21005,-31.2856,-31.43157
-32.31072,-30.8132,-31.15488,-30.06844,-31.30928,-31.42027,-31.37748
-32.15076,-30.84311,-31.21638,-29.54632,-32.75406,-31.56107,-31.31988
-31.99414,-30.90835,-31.30981,-29.28804,-34.50233,-31.70454,-31.25878
-31.84465,-31.00825,-31.43201,-29.2903,-36.22619,-31.84659,-31.19417
-31.70554,-31.1416,-31.57856,-29.55518,-36.98144,-31.98259,-31.12607
-31.57945,-31.30646,-31.74361,-30.09001,-36.04116,-32.10737,-31.05451
-31.46849,-31.49997,-31.9197,-30.90323,-34.19533,-32.21545,-30.97953
-31.37427,-31.71806,-32.09769,-31.98974,-32.35694,-32.30125,-30.9012
-31.29794,-31.95513,-32.26691,-33.28652,-30.82854,-32.35942,-30.81959
-31.24025,-32.20369,-32.41554,-34.563,-29.64505,-32.38529,-30.73478
-31.20152,-32.45407,-32.53148,-35.29863,-28.7803,-32.37521,-30.64687
-31.18172,-32.69427,-32.60357,-34.98296,-28.20455,-32.32697,-30.55598
-31.1804,-32.9102,-32.62307,-33.80188,-27.89689,-32.24,-30.46221
-31.19677,-33.08642,-32.58501,-32.35664,-27.84707,-32.11543,-30.3657
-31.22958,-33.20765,-32.48903,-31.02917,-28.05534,-31.95598,-30.26658
-31.27716,-33.26082,-32.33943,-29.95341,-28.53237,-31.76566,-30.16498
-31.33736,-33.23732,-32.14439,-29.1567,-29.29916,-31.54936,-30.06106
-31.40751,-33.13472,-31.91461,-28.63488,-30.38447,-31.31246,-29.95496
-31.48439,-32.95728,-31.66183,-28.37936,-31.80955,-31.06047,-29.84684
-31.56426,-32.71507,-31.3976,-28.38556,-33.52179,-30.79866,-29.73685
-31.64285,-32.42197,-31.1324,-28.65507,-35.17157,-30.5319,-29.62516
-31.71547,-32.09346,-30.87513,-29.19491,-35.81782,-30.26455,-29.5119
-31.77714,-31.74466,-30.63302,-30.01256,-34.8152,-30.00034,-29.39726
-31.8228,-31.38908,-30.41166,-31.09957,-32.9654,-29.74244,-29.28137
-31.84766,-31.03799,-30.21517,-32.38287,-31.13387,-29.49344,-29.1644
-31.84743,-30.70038,-30.04643,-33.60938,-29.60594,-29.25545,-29.04649
-31.8188,-30.38311,-29.90722,-34.23953,-28.41512,-29.03014,-28.9278
-31.75962,-30.09126,-29.79842,-33.80666,-27.53643,-28.8188,-28.80847
-31.66921,-29.82848,-29.72007,-32.56097,-26.94101,-28.62237,-28.68865
-31.54836,-29.59732,-29.6715,-31.0962,-26.60823,-28.44157,-28.56847
-31.39924,-29.39944,-29.65128,-29.76547,-26.52744,-28.27686,-28.44806
-31.22523,-29.23588,-29.65729,-28.68823,-26.69775,-28.12852,-28.32756
-31.03055,-29.10715,-29.6866,-27.88707,-27.12774,-27.99665,-28.2071
-30.81993,-29.01335,-29.73548,-27.3566,-27.83483,-27.88121,-28.08679
-30.59826,-28.95423,-29.79933,-27.08788,-28.84208,-27.78205,-27.96675
-30.37035,-28.92915,-29.87264,-27.07603,-30.16304,-27.69886,-27.8471
-30.14068,-28.93713,-29.94905,-27.3221,-31.74314,-27.63123,-27.72794
-29.91328,-28.97671,-30.02146,-27.83208,-33.27868,-27.57864,-27.60938
-29.69167,-29.04592,-30.08234,-28.61194,-33.97884,-27.54041,-27.49151
-29.47881,-29.1421,-30.1241,-29.65183,-33.20045,-27.51575,-27.37444
-29.27716,-29.26176,-30.13971,-30.8805,-31.51342,-27.50372,-27.25824
-29.08864,-29.40037,-30.12328,-32.06012,-29.7388,-27.50321,-27.14301
-28.91475,-29.55218,-30.07077,-32.68832,-28.2109,-27.51292,-27.02884
-28.75655,-29.71003,-29.98034,-32.30909,-26.99399,-27.5314,-26.9158
-28.61472,-29.8653,-29.85265,-31.11755,-26.0759,-27.55694,-26.80396
-28.4896,-30.008,-29.69066,-29.67379,-25.43248,-27.58765,-26.69341
-28.3812,-30.12715,-29.49924,-28.33687,-25.04425,-27.62141,-26.5842
-28.28924,-30.21147,-29.28456,-27.23729,-24.9,-27.65588,-26.47641
-28.21312,-30.25052,-29.05341,-26.40394,-24.99702,-27.68854,-26.3701
-28.15194,-30.23592,-28.81269,-25.8341,-25.34092,-27.71671,-26.26533
-28.10452,-30.1626,-28.56886,-25.51961,-25.94493,-27.7376,-26.16215
-28.06932,-30.02964,-28.32775,-25.45536,-26.82711,-27.74842,-26.06063
-28.04453,-29.8404,-28.0943,-25.64159,-27.99908,-27.74644,-25.96082
-28.02794,-29.60192,-27.87261,-26.08341,-29.42522,-27.72914,-25.86277
-28.01707,-29.32382,-27.66593,-26.78708,-30.89935,-27.69431,-25.76652
-28.00906,-29.01698,-27.47672,-27.74781,-31.83452,-27.64017,-25.67213
-28.00081,-28.69239,-27.30677,-28.91472,-31.51716,-27.56548,-25.57964
-27.98895,-28.36026,-27.15725,-30.10538,-30.11978,-27.4696,-25.48909
-27.96997,-28.02951,-27.02884,-30.89296,-28.41241,-27.35254,-25.40053
-27.94036,-27.70761,-26.92173,-30.76984,-26.847,-27.21496,-25.314
-27.8967,-27.40057,-26.83576,-29.74668,-25.55473,-27.05806,-25.22954
-27.83589,-27.1131,-26.77036,-28.33649,-24.54777,-26.88356,-25.14719
-27.75532,-26.84878,-26.72466,-26.95779,-23.80919,-26.69356,-25.06698
-27.65298,-26.61027,-26.69743,-25.78657,-23.3206,-26.4904,-24.98895
-27.52766,-26.39949,-26.68713,-24.87078,-23.06937,-26.2766,-24.91314
-27.37899,-26.21778,-26.69186,-24.21395,-23.05023,-26.05466,-24.83958
-27.20742,-26.066,-26.7094,-23.80911,-23.26539,-25.82705,-24.76831
-27.01421,-25.94464,-26.73713,-23.65065,-23.72437,-25.5961,-24.69936
-26.80126,-25.85387,-26.77208,-23.738,-24.44273,-25.36398,-24.63276
-26.57096,-25.79358,-26.81092,-24.07647,-25.43673,-25.13264,-24.56854
-26.326,-25.76336,-26.84997,-24.67585,-26.7034,-24.90381,-24.50674
-26.06924,-25.76255,-26.88528,-25.54448,-28.15491,-24.67901,-24.44739
-25.80346,-25.79014,-26.91274,-26.66958,-29.45408,-24.45953,-24.39051
-25.53131,-25.84473,-26.9282,-27.95961,-29.90111,-24.24648,-24.33614
-25.25518,-25.92448,-26.92769,-29.11606,-29.07524,-24.04078,-24.28431
-24.97713,-26.02693,-26.90763,-29.56111,-27.49955,-23.84319,-24.23504
-24.69887,-26.14895,-26.86513,-28.9135,-25.83828,-23.65433,-24.18838
-24.42173,-26.28651,-26.79813,-27.54047,-24.38171,-23.47469,-24.14433
-24.14667,-26.43461,-26.7057,-26.02324,-23.19873,-23.30465,-24.10294
-23.8743,-26.58708,-26.58805,-24.66655,-22.28678,-23.14452,-24.06424
-23.60491,-26.7366,-26.44663,-23.56478,-21.62835,-22.99451,-24.02824
-23.33846,-26.87466,-26.28399,-22.73168,-21.20779,-22.85478,-23.99498
-23.07466,-26.99189,-26.10366,-22.15945,-21.01572,-22.72544,-23.96449
-22.81297,-27.07846,-25.90991,-21.83905,-21.05017,-22.60655,-23.93679
-22.55266,-27.12487,-25.70752,-21.76682,-21.31693,-22.49814,-23.9119
-22.29281,-27.12282,-25.50156,-21.94681,-21.83006,-22.40022,-23.88987
-22.03242,-27.06619,-25.29722,-22.39189,-22.61183,-22.31279,-23.87071
-21.77035,-26.9518,-25.09963,-23.12424,-23.68947,-22.23583,-23.85444
-21.50549,-26.77974,-24.91386,-24.17271,-25.07797,-22.16931,-23.8411
-21.2367,-26.55325,-24.74481,-25.55671,-26.71042,-22.11323,-23.83071
-20.9629,-26.2781,-24.59725,-27.21672,-28.22388,-22.06756,-23.82329
-20.68312,-25.96162,-24.47589,-28.78729,-28.73126,-22.0323,-23.81887
-20.39653,-25.61179,-24.38544,-29.32594,-27.68827,-22.00746,-23.81747
-20.10248,-25.23638,-24.33071,-28.24142,-25.84149,-21.99308,-23.81911
-19.80051,-24.84238,-24.3168,-26.34869,-23.98672,-21.98921,-23.8238
-19.4904,-24.43561,-24.34922,-24.48353,-22.40031,-21.99594,-23.83158
-19.17215,-24.02067,-24.43416,-22.9185,-21.12098,-22.01339,-23.84246
-18.84598,-23.60093,-24.57881,-21.68505,-20.1274,-22.04171,-23.85646
-18.51234,-23.17866,-24.79172,-20.75855,-19.39173,-22.08108,-23.87358
-18.17186,-22.75521,-25.08344,-20.11074,-18.89241,-22.13177,-23.89385
-17.82532,-22.33122,-25.46734,-19.72175,-18.61645,-22.19404,-23.91727
-17.47365,-21.90677,-25.96094,-19.58224,-18.5596,-22.26827,-23.94385
-17.11785,-21.4816,-26.58804,-19.69412,-18.72668,-22.35484,-23.97359
-16.759,-21.05525,-27.38224,-20.07215,-19.13291,-22.45425,-24.0065
-16.39821,-20.62717,-28.39345,-20.74811,-19.80676,-22.56703,-24.04258
-16.03656,-20.19689,-29.70061,-21.77952,-20.79498,-22.69383,-24.0818
-15.67514,-19.76404,-31.43969,-23.2679,-22.16977,-22.83537,-24.12418
-15.31499,-19.32847,-33.87522,-25.39718,-24.02978,-22.99248,-24.16967
-14.95707,-18.89026,-37.62784,-28.50079,-26.42794,-23.16609,-24.21827
-14.6023,-18.44972,-44.53553,-32.8019,-28.81716,-23.35727,-24.26994
-14.25152,-18.00741,-45.50934,-33.80981,-28.83451,-23.56723,-24.32463
-13.90548,-17.56413,-37.34795,-29.11815,-26.10946,-23.79734,-24.38231
-13.56488,-17.12082,-32.69826,-25.18317,-23.13484,-24.04915,-24.44291
-13.23032,-16.67858,-29.50085,-22.32067,-20.66403,-24.32441,-24.50637
-12.90236,-16.23863,-27.05111,-20.13415,-18.66694,-24.62514,-24.57261
-12.58146,-15.80219,-25.0578,-18.38572,-17.03399,-24.95359,-24.64152
-12.26805,-15.37055,-23.37419,-16.93627,-15.67846,-25.31238,-24.71301
-11.96249,-14.94491,-21.91627,-15.69786,-14.53868,-25.70445,-24.78694
-11.66509,-14.52649,-20.63154,-14.61084,-13.57042,-26.13319,-24.86318
-11.37614,-14.11638,-19.48501,-13.63303,-12.74106,-26.60243,-24.94155
-11.09585,-13.71562,-18.4522,-12.73444,-12.02571,-27.11653,-25.02188
-10.82444,-13.32514,-17.51532,-11.89446,-11.4049,-27.68037,-25.10396
-10.56208,-12.94577,-16.66105,-11.10023,-10.86314,-28.29925,-25.18755
-10.30892,-12.57825,-15.87913,-10.34524,-10.3881,-28.9787,-25.27239
-10.06509,-12.22323,-15.16152,-9.62797,-9.97007,-29.7238,-25.35819
-9.83071,-11.88126,-14.50178,-8.9505,-9.60165,-30.53783,-25.44465
-9.60588,-11.5528,-13.89468,-8.31716,-9.27758,-31.41924,-25.53139
-9.39068,-11.23825,-13.33591,-7.73349,-8.99457,-32.35576,-25.61805
-9.18522,-10.93794,-12.82189,-7.20539,-8.75107,-33.31314,-25.70419
-8.98955,-10.65211,-12.34957,-6.73864,-8.54715,-34.21759,-25.78937
-8.80377,-10.38099,-11.91638,-6.33865,-8.3842,-34.93933,-25.87309
-8.62795,-10.12471,-11.52008,-6.0104,-8.26472,-35.3073,-25.95484
-8.46216,-9.8834,-11.15873,-5.75847,-8.19209,-35.19171,-26.03405
-8.30648,-9.65714,-10.83062,-5.58723,-8.17037,-34.60422,-26.11015
-8.16099,-9.44595,-10.53423,-5.50095,-8.20411,-33.68793,-26.18252
-8.02578,-9.24986,-10.26817,-5.50401,-8.29825,-32.61161,-26.25054
-7.90094,-9.06886,-10.03119,-5.60108,-8.45806,-31.49701,-26.31355
-7.78656,-8.90291,-9.82211,-5.79726,-8.68909,-30.41128,-26.37092
-7.68274,-8.75196,-9.63984,-6.09824,-8.99717,-29.38487,-26.42199
-7.58959,-8.61593,-9.48331,-6.51032,-9.38836,-28.42826,-26.46613
-7.50724,-8.49474,-9.35147,-7.04023,-9.86889,-27.54225,-26.50273
-7.4358,-8.38828,-9.24328,-7.69455,-10.44487,-26.72344,-26.53122
-7.37542,-8.29645,-9.15769,-8.47819,-11.12163,-25.96686,-26.55107
-7.32625,-8.21911,-9.09359,-9.39074,-11.90241,-25.26724,-26.56181
-7.28843,-8.15612,-9.04985,-10.41874,-12.78543,-24.61956,-26.56307
-7.26213,-8.10732,-9.02524,-11.52015,-13.75836,-24.01924,-26.55453
-7.24755,-8.07256,-9.01846,-12.59906,-14.78825,-23.46222,-26.53596
-7.24485,-8.05165,-9.02812,-13.48363,-15.80638,-22.94495,-26.50725
-7.25427,-8.0444,-9.05269,-13.96037,-16.69501,-22.46431,-26.46837
-7.27599,-8.05061,-9.09058,-13.90981,-17.30099,-22.01759,-26.41941
-7.31028,-8.07006,-9.14005,-13.41755,-17.50511,-21.60243,-26.36053
-7.35735,-8.10252,-9.19926,-12.694,-17.30868,-21.21676,-26.29201
-7.41749,-8.14775,-9.26632,-11.92688,-16.83293,-20.85878,-26.21421
-7.49097,-8.20549,-9.33926,-11.22778,-16.23221,-20.52689,-26.12756
-7.57807,-8.27548,-9.41611,-10.64881,-15.62492,-20.2197,-26.03258
-7.67912,-8.35743,-9.49494,-10.20904,-15.08019,-19.93596,-25.92983
-7.79443,-8.45105,-9.57393,-9.91171,-14.63113,-19.67457,-25.81991
-7.92437,-8.55604,-9.65145,-9.75288,-14.28966,-19.43456,-25.70345
-8.06928,-8.67209,-9.72611,-9.72494,-14.05619,-19.21505,-25.58113
-8.22956,-8.79888,-9.79687,-9.81762,-13.92479,-19.01524,-25.45361
-8.40561,-8.93612,-9.86305,-10.01725,-13.88537,-18.83443,-25.32156
-8.59785,-9.08347,-9.92443,-10.30509,-13.92438,-18.67196,-25.18563
-8.80671,-9.24065,-9.98126,-10.65489,-14.02467,-18.52725,-25.04648
-9.03266,-9.40736,-10.03423,-11.03068,-14.16518,-18.39974,-24.90472
-9.27615,-9.58334,-10.0845,-11.38638,-14.32103,-18.28894,-24.76095
-9.53767,-9.76836,-10.13362,-11.67027,-14.46469,-18.19437,-24.61574
-9.81769,-9.96221,-10.18349,-11.83613,-14.56889,-18.11559,-24.46961
-10.11668,-10.16476,-10.2363,-11.85848,-14.61096,-18.05217,-24.32306
-10.43512,-10.37589,-10.29441,-11.74281,-14.57758,-18.00369,-24.17657
-10.77342,-10.5956,-10.36037,-11.52307,-14.46781,-17.96976,-24.03055
-11.13195,-10.82393,-10.43677,-11.2483,-14.29275,-17.94997,-23.8854
-11.51103,-11.06102,-10.52625,-10.96812,-14.072,-17.94393,-23.7415
-11.91081,-11.3071,-10.63145,-10.72396,-13.82879,-17.95121,-23.59916
-12.3313,-11.5625,-10.75498,-10.5467,-13.58567,-17.97139,-23.45868
-12.77227,-11.82768,-10.89941,-10.4579,-13.36192,-18.00404,-23.32036
-13.23316,-12.1032,-11.06729,-10.47227,-13.17251,-18.04867,-23.18442
-13.71295,-12.38975,-11.26112,-10.5999,-13.02826,-18.10478,-23.05111
-14.21006,-12.68815,-11.4834,-10.84792,-12.93637,-18.17185,-22.92061
-14.72213,-12.99933,-11.73666,-11.22132,-12.90122,-18.24927,-22.79311
-15.24583,-13.32437,-12.02344,-11.723,-12.92501,-18.33644,-22.66878
-15.77666,-13.66447,-12.3464,-12.3527,-13.0083,-18.43266,-22.54775
-16.30869,-14.02096,-12.70826,-13.10436,-13.15037,-18.53719,-22.43017
-16.83442,-14.39528,-13.11193,-13.96085,-13.34947,-18.64923,-22.31614
-17.34477,-14.78901,-13.56047,-14.88517,-13.60295,-18.76794,-22.20578
-17.82932,-15.2038,-14.05716,-15.80885,-13.90733,-18.89238,-22.09917
-18.27685,-15.64144,-14.60548,-16.62537,-14.25825,-19.02157,-21.9964
-18.67633,-16.10374,-15.20912,-17.20824,-14.65043,-19.15449,-21.89754
-19.0183,-16.59259,-15.8719,-17.46865,-15.07756,-19.29006,-21.80266
-19.29625,-17.10983,-16.59752,-17.41622,-15.53227,-19.42719,-21.71182
-19.50783,-17.65722,-17.38927,-17.15358,-16.0061,-19.56477,-21.62506
-19.65538,-18.23629,-18.24917,-16.81199,-16.48963,-19.70168,-21.54245
-19.74565,-18.84819,-19.17653,-16.49865,-16.97283,-19.83687,-21.46401
-19.78874,-19.49333,-20.16543,-16.28356,-17.44566,-19.96934,-21.38979
-19.79676,-20.17103,-21.20022,-16.20817,-17.89899,-20.09817,-21.31982
-19.78244,-20.8788,-22.24874,-16.29732,-18.3257,-20.22258,-21.25413
-19.758,-21.61153,-23.25409,-16.56844,-18.72185,-20.34195,-21.19275
-19.73457,-22.36022,-24.13049,-17.03752,-19.08757,-20.45582,-21.1357
-19.7218,-23.11056,-24.77592,-17.72338,-19.42748,-20.56395,-21.08301
-19.72793,-23.84158,-25.11153,-18.6511,-19.7505,-20.66628,-21.03469
-19.75988,-24.52511,-25.12778,-19.85567,-20.06914,-20.76301,-20.99076
-19.82355,-25.1274,-24.89168,-21.38557,-20.39855,-20.85454,-20.95124
-19.92404,-25.6141,-24.50685,-23.30247,-20.75548,-20.94148,-20.91614
-20.06597,-25.95866,-24.06868,-25.65441,-21.15766,-21.02462,-20.88547
-20.25371,-26.15097,-23.64496,-28.31018,-21.62336,-21.10493,-20.85925
-20.49162,-26.2016,-23.27705,-30.36035,-22.17143,-21.1835,-20.83748
-20.78429,-26.13856,-22.988,-30.2155,-22.82164,-21.26155,-20.82017
-21.13682,-25.99906,-22.79001,-28.51522,-23.59522,-21.34035,-20.80732
-21.55503,-25.82085,-22.68954,-26.78657,-24.51539,-21.42123,-20.79893
-22.04585,-25.6368,-22.69047,-25.49354,-25.60746,-21.50554,-20.795
-22.61766,-25.47296,-22.79593,-24.65846,-26.89667,-21.59461,-20.79553
-23.28086,-25.34898,-23.00941,-24.23489,-28.39913,-21.68974,-20.80051
-24.04849,-25.2795,-23.33538,-24.18634,-30.0914,-21.7922,-20.80993
-24.93714,-25.2758,-23.77979,-24.49839,-31.82561,-21.90317,-20.82377
-25.96802,-25.34713,-24.35018,-25.18108,-33.18113,-22.02379,-20.842
-27.16795,-25.50192,-25.05555,-26.27402,-33.55283,-22.15509,-20.86461
-28.56911,-25.74869,-25.90534,-27.86019,-32.85646,-22.29803,-20.89156
-30.20259,-26.09674,-26.90614,-30.09772,-31.66399,-22.45346,-20.9228
-32.06818,-26.5568,-28.05323,-33.2849,-30.46942,-22.62214,-20.95828
-34.02274,-27.14128,-29.30958,-37.82343,-29.47274,-22.80473,-20.99795
-35.50972,-27.86401,-30.56237,-41.10129,-28.72176,-23.00176,-21.04172
-35.60605,-28.73813,-31.566,-37.43353,-28.21345,-23.21366,-21.08951
-34.29268,-29.76919,-31.97861,-33.79845,-27.93239,-23.44075,-21.14123
-32.49022,-30.93549,-31.63192,-31.46852,-27.86261,-23.68319,-21.19674
-30.77239,-32.13919,-30.72927,-30.02599,-27.99032,-23.94103,-21.25592
-29.29122,-33.11935,-29.61406,-29.21049,-28.30369,-24.21417,-21.3186
-28.05058,-33.43894,-28.52014,-28.87882,-28.79145,-24.50236,-21.3846
-27.02151,-32.82115,-27.55345,-28.93858,-29.44094,-24.80523,-21.45371
-26.17368,-31.50367,-26.75016,-29.30156,-30.23598,-25.12224,-21.52569
-25.48215,-29.92867,-26.11802,-29.83355,-31.1552,-25.45275,-21.60026
-24.92766,-28.37487,-25.65579,-30.29991,-32.17259,-25.79603,-21.67712
-24.49559,-26.95027,-25.36163,-30.38299,-33.26312,-26.1513,-21.7559
-24.17474,-25.68041,-25.23673,-29.88967,-34.41569,-26.51784,-21.83623
-23.95615,-24.5608,-25.28744,-28.95028,-35.65128,-26.89507,-21.91765
-23.832,-23.5784,-25.52725,-27.8696,-37.03454,-27.28268,-21.99968
-23.79423,-22.71933,-25.97986,-26.88961,-38.64968,-27.68085,-22.08177
-23.8328,-21.97123,-26.68449,-26.14035,-40.43444,-28.09043,-22.16333
-23.93316,-21.32379,-27.70618,-25.68587,-41.56524,-28.51321,-22.24369
-24.07282,-20.76871,-29.15734,-25.5681,-40.4031,-28.95225,-22.32216
-24.21693,-20.29935,-31.24829,-25.83515,-37.52344,-29.4122,-22.39796
-24.31458,-19.91046,-34.41826,-26.56575,-34.55031,-29.89973,-22.47027
-24.29952,-19.59785,-39.54028,-27.90872,-31.98673,-30.42406,-22.53824
-24.10132,-19.35804,-41.91702,-30.1844,-29.85449,-30.99768,-22.60095
-23.66844,-19.188,-35.44895,-34.27012,-28.09656,-31.6374,-22.65747
-22.99156,-19.08462,-30.79319,-44.77984,-26.66024,-32.36605,-22.70685
-22.10764,-19.04421,-27.54821,-40.31146,-25.50769,-33.21526,-22.74814
-21.08079,-19.06162,-25.08624,-31.74527,-24.61461,-34.23063,-22.78041
-19.97702,-19.12909,-23.11603,-27.42967,-23.96779,-35.48162,-22.80275
-18.84891,-19.23453,-21.4868,-24.60266,-23.56393,-37.08264,-22.81432
-17.73212,-19.35929,-20.11161,-22.59177,-23.40966,-39.24462,-22.81437
-16.6481,-19.47576,-18.93623,-21.13067,-23.52315,-42.42873,-22.80225
-15.60842,-19.5458,-17.92479,-20.09103,-23.93785,-47.96575,-22.77742
-14.61833,-19.52213,-17.05253,-19.40635,-24.70952,-55.98994,-22.73949
-13.67936,-19.35551,-16.30186,-19.04407,-25.92826,-45.95757,-22.68822
-12.79091,-19.00794,-15.66002,-18.99394,-27.73169,-40.23888,-22.62353
-11.95128,-18.46656,-15.11762,-19.26304,-30.2533,-36.53423,-22.54552
-11.15824,-17.7487,-14.66774,-19.87254,-32.91681,-33.75545,-22.45442
-10.40935,-16.89433,-14.30525,-20.84916,-32.45082,-31.50656,-22.35065
-9.7022,-15.95147,-14.02634,-22.18703,-28.97789,-29.60205,-22.23472
-9.03445,-14.96405,-13.82806,-23.69638,-25.7028,-27.94055,-22.10732
-8.40392,-13.96608,-13.7079,-24.63263,-23.1441,-26.46074,-21.96918
-7.80863,-12.98107,-13.66318,-23.9322,-21.16417,-25.12272,-21.82116
-7.24672,-12.02389,-13.69026,-21.9265,-19.62718,-23.89913,-21.66414
-6.71654,-11.10316,-13.78329,-19.71229,-18.44491,-22.77033,-21.49905
-6.2166,-10.22335,-13.9323,-17.77263,-17.56334,-21.7218,-21.32683
-5.74552,-9.38624,-14.12038,-16.19127,-16.95098,-20.74245,-21.14844
-5.3021,-8.59201,-14.32001,-14.94692,-16.59214,-19.82362,-20.96478
-4.88524,-7.83991,-14.48924,-14.00459,-16.48328,-18.95842,-20.77675
-4.49395,-7.12864,-14.57061,-13.33577,-16.63125,-18.14128,-20.58519
-4.12735,-6.45667,-14.49772,-12.92088,-17.0517,-17.36761,-20.39092
-3.78466,-5.82239,-14.21306,-12.74741,-17.76464,-16.63358,-20.19467
